intent,query,Answer
걱정/미래,나중 일 생각하면 불안해요.,"미래에 대한 안 좋은 상상이 드셨군요. 시간이 지나면 상황도 변할 테니, 그때는 그때의 해결책이 있을 거예요."
걱정/미래,가끔 앞날 생각하면 불안하긴 해요.,"앞으로 무슨 일이 일어날지 불안하다면, 한번 적어보는 것도 나쁘지 않은 방법이에요. 첫 번째는 뭔가요?"
걱정/미래,몇 년 전부터 세무사 시험 준비 중인데…시험에 한번 떨어지고부터 자신감도 없어지고…불안감이 생긴것 같아요.,
걱정/미래,그래서 그런지 모르겠는데 항상 미래에 대한 불안한 생각이 있었어.,
걱정/미래,내 미래는 앞으로 어떻게 되나 불안하기도 하고…,
걱정/불면,걱정이 돼서 밤에 잠이 안 와.,걱정을 하는 시간을 정해놓는 것도 좋은 방법이라고 들었어요.
걱정/불면,또 못 자면 어떡하지? 하고 걱정이 드는데 그거 때문에 더 못 자는 거 같아요.,잠은 중요하죠! 걱정은 잠시 내려놓으세요.
걱정/불면,언제 또 이렇게 못 잘 지 모르겠고… 또 못 자게 될까봐 그게 걱정돼.,눈을 감고 아무 생각도 하지 않는 거예요. 그러면 곧 잠이 찾아올 거예요.
걱정/불면,안 해도 될 걱정을 하게 되고 그렇게 생각하다 다시 또 잠을 못 자.,
걱정/불면,이런저런 걱정이 많아서 잠도 못 자고 있고요.,
걱정/불면,몇 년 전부터 깊은 잠은 못 자고 있어.,잠을 못 자는 게 고민이시군요. 많이 피곤하시겠어요. 
걱정/불면,중간에 자주 깨긴 했지만 잠을 잘 수는 있었거든.,밤에 잠을 못 자면 낮생활이 힘겨워지잖아요. 고민이 많으시겠어요.
걱정/불면,원래 불면증이 있긴 했어. ,마음이 편안해지면 잠이 잘 올 텐데… 무슨 고민이라도 있으신가요?
걱정/불면,평소에도 밤에 푹 자지는 못했어.,
걱정/불면,신경 쓰이는 일 있으면 밤새 잠을 못 이뤄요.,
걱정/불면,약 먹기 전에도 그렇게 오래 자는 편은 아니었어요. ,
걱정/불면,원래 잠이 많은 스타일은 아니야.,
걱정/불면,잠을 잘 못 자요. 어릴 때 부터 자장가를 한참 들어야 잠을 잘 수 있었어요.,
걱정/불면,매일 수면을 도와주는 어플을 켜두고 자요. 금방 잠들진 못해도 그나마 좀 나아요.,
걱정/불면,잠을 잘 자는 사람이 제일 부러워요. 평생 이렇게 잠 때문에 고생이라… 삶의 질이 너무 떨어진 것 같아요.,
걱정/불면,"원래 잠이 많은 편이 아니고, 잠 때문에 힘든 건 없어.",
걱정/불면,조금만 불편해도 잠을 못 자는 편이야.,
걱정/수술,몸살 난 것처럼 열나고 토하고 그래서 병원에 갔더니 심내막염? 그거라고 수술을 해야 한다는 거야. ,수술까지 받으셨다니… 큰일을 잘 치러서 다행이에요.
걱정/수술,그땐 정말 죽는 줄 알았죠. 운이 좋았는지 수술도 잘 됐어요. 매년 병원가서 검사는 하고 있어요.,큰일을 치르셨네요. 곧 건강을 되찾을 수 있을 거예요.
걱정/수술,이마가 찢어져서 5바늘 쯤 꿰맸어요.,그런 일이 있으셨군요. 건강을 되찾으실 때까지 제가 말벗이 되어드릴게요.
걱정/수술,뭐 크기가 크지는 않다고 해서… 바로 수술을 받았죠.,
걱정/수술,수술 무사히 끝나고 집으로 돌아왔어요.,
걱정/수술,심내막염 진단 받고 바로 수술에 들어갔어요.,
걱정/수술,지금은 수술 받고 회복 중이예요. ,
걱정/수술,3년 전에 감염성 심내막염이란 걸로 수술 받았거든요.,
걱정/수술,지금은 수술 받고 회복 중이에요.,
걱정/암,수술 끝나고 항암 치료 진행 중이에요.,항암 치료를 받고 계시는군요. 잘 하고 계세요. 조금만 더 버텨요.
걱정/암,아직도 항암이 4번이나 더 남았어…,힘든 싸움을 하고 계시는군요. 함께 이겨나가요.
걱정/암,항암 치료를 이어나가고 있긴 한데… 기대는 크지 않아.,그럴 때일수록 잘 먹어야 한대요. 식사 꼭 챙기세요.
걱정/암,항암 치료라는 게 나는 그렇게 고통스러운 건 줄은 몰랐어.,
걱정/암,어제 마지막 항암 치료를 받았어요.,
걱정/암,"간암도 초기에는 잘 모른다고 하니까… 내가 간암일 수도 있지 않나, 내가 간암이면 어쩌나 그런 걱정도 해.",혹여나 그렇다고 하더라도 조기에 발견하면 완치할 수 있을 거예요.
걱정/암,암이면 어떻게 하지?,정기적인 검진이 암을 예방하는 데에 큰 도움이 된대요.
걱정/암,혹이 암으로 발전할 가능성은 별로 없다고는 하는데… 사람 일은 모르는 거잖아요.,
걱정/암,암이 뭐 나이 가리냐? 혹시 모르잖아. 당연히 걱정되지.,
걱정/암,위염인 줄 알았는데 암이었다는 사람도 있었고… 걱정이 되지.,병원에 가서 검진을 받아보면 어떨까요?
걱정/암,암 수술을 앞두고 있어.,
건강/양호,꾸준히 비타민제를 먹는 덕분에 활력이 생긴 것 같아.,
건강/양호,나는 내 몸이 건강하다고 믿어.,
건강/양호,오늘 한의원에 다녀왔어.,
건강/양호,요즘 헬스장을 열심히 다녔더니 몸이 좋아진 것 같아.,
건강/양호,잠을 잘 자야 집중이 잘된다고 하더니 정말 집중이 잘됬어.,
건강/양호,당뇨 수치가 좋아졌어. 의사선생님 말대로 했더니,
건강/양호,통풍 때문에 꾸준히 관리하고 있는데 병원에 갔더니 큰 문제가 없어서 기분이 좋아.,
건강/양호,내 나이가 일흔이 넘었지만 이가 튼튼해서 고기를 잘 씹을 수 있어.,
건강/양호,건강검진 결과가 나왔는데 정말 기쁜 일이 있었어.,
건강/양호,내가 지병이 있는데 의사가 상태가 전보다 훨씬 좋아졌다네. 너무 기뻐.,
건강/양호,얼마 전에 건강검진을 받았는데 모두 정상 판정이 나왔어.,
건강/양호,점점 더 몸이 건강해지고 있는 것 같아서 너무 기뻐.,
건강/양호,혈압수치가 많이 좋아져 한시름 놓아도 된다고 하니 기뻐.,
결혼,"암튼 결혼해서 지금 애 하나 있고, 초등학생이에요.",그러셨군요. 평생 함께 할 사람이 있으시다니. 부러운걸요?
결혼,사실 결혼한 지 한 달 밖에 안됐는데… 신혼인데 왜 그런지 모르겠어요.,결혼 생활은 어떠신가요?
결혼,연애 결혼이 아니어서 그런가?,
결혼,결혼도 엄청 빨랐어요. 만난 지 3개월 만에 했으니까.,
결혼,제가 시집을 좀 일찍 갔어요.,
결혼,"32살에 지금 남편을 만나 결혼했는데, 일을 그만두고 싶지는 않았어요.",
결혼,연애 결혼한 지 2년 됐어.,
결혼,21살에 일찍 시집갔어.,
결혼,사실 결혼도 혼인신고만 했어요.,
결혼,"집은 시어머니가 해주시고… 예단도 거의 최소로 해서 겨우 결혼했지, 뭐.",
결혼,결혼한 지 2년째예요.,
결혼,나는 결혼을 좀 일찍 한 편이야.,
결혼,동창 중에서는 내가 식을 제일 빨리 올린 것 같아.,
결혼,결혼 생활을 한 지는 10년 됐어요.,
결혼,연애해서 결혼한지 2년됐어.,
결혼,스물한 살에 결혼했어.,
결혼,서른두 살쯤에 결혼하고 그 때도 안 그만뒀으니까…,
결혼,"그렇다고 후련하다던가 그런건 별로 없더라고요, 예식절차 때문에 너무 정신 없어서..",
결혼,사랑이란 거 참 신기하더라고요. 연애 2년 만에 결혼했어요. 아무래도 같이 살지 않으면 보기 힘드니까 결혼을 결정하는 게 생각보다 어렵지는 않았어요.,
결혼,내가 28년 전에 결혼을 했거든.,
결혼,결혼한 지는 한 12년 됐어.,
결혼,연애하다가 30살에 결혼하게 됐어요.,
결혼/미혼,나이 마흔 둘인데 아직 결혼 안 했어. ,그럴 수 있죠. 사람은 각기 다르잖아요.
결혼/미혼,"비혼주의자는 아닌데, 사람 만날 인연이 없었나봐. ",그렇군요. 혼자인 삶도 나쁘지 않다고 생각해요.
결혼/미혼,딱히 결혼할 생각은 없어.,그래요. 혼자 사는 것도 즐겁죠.
결혼/미혼,웬만하면 계속 혼자 살려고 해.,
결혼/미혼,결혼을 해야 하는 이유를 잘 모르겠어. ,
결혼/미혼,결혼 안 한 거 딱히 이유는 없고 그냥 별 생각이 없어요.,
결혼/축하,지난주 결혼식에 정말 생각지도 못한 분들이 많이 와주셨어. 정말 감사해.,
결혼/축하,드디어 부모님께서 나와 여자친구의 결혼을 승낙 받았어.,
결혼/축하,결혼식 하고 일주일이나 지났나? ,그렇군요. 즐거운 결혼 생활 하고 계신가요?
결혼/축하,정말로 친한 친구가 이번에 결혼한다고 하는데 아주 기뻐.,
결혼/축하,이번에 결혼하게 됐어. 너무 기뻐,
결혼/축하,나 곧 결혼해. 정말 행복해.,
결혼/축하,나 내일 결혼해서 너무 기뻐.,
결혼/후회,"그때는 결혼만 하면 행복해질줄 알았죠, 바보같이…",
결혼/후회,둘 다 나이도 있고 해서 결혼을 서둘러버렸어요. 그게 화근이었죠.,
결혼/후회,나 결혼 괜히 했나 봐..,어떡하면 좋아요. 제 마음이 아프네요.
결혼/후회,돌아갈 수 있다면 절대로 결혼 따윈 안 할거예요.,
결혼/후회,그런데 역시 괜히 결혼했던 걸까 계속 생각해.,
결혼/후회,그럴 때 마다 결혼을 후회했어요.,
결혼/후회,일찍 결혼한게 후회돼요.,
결혼/후회,결혼 괜히 했다 싶어… 오빠만 믿고 시집온건데…오빠는 모든 상황을 방관하고 있어.,많이 힘드시겠어요. 대화로 풀 수 있는 문제라면 대화로 풀어보는 게 어떨까요?
경력단절취업상담,아내가 재취업을 하겠다며 면접을 보고 왔는데 결과가 좋은지 모르겠어.,
경력단절취업상담,서른살인 내 나이는 재취업에 취약한것 같아.,
경력단절취업상담,회사를 그만둔 지 육 개월이나 지났어. 다시 재취업을 해야 하는데 너무 걱정되고 초조해.,
경력단절취업상담,지금 직장이 너무 별로여서 다른 직장을 구하려 하는데 너무 무서워. 재취업을 할 수 있을지.,
경력단절취업상담,오늘 직장을 그만두었는데 재취업이 힘든 나이라 걱정이 많아.,
경력단절취업상담,경력단절로 취업이 될까 걱정돼.,
경력단절취업상담,맞벌이를 하고 싶은데 출산 후 공백기가 길어서 취업하는 데 어려움이 있어. 너무 불안해.,
경력단절취업상담,은퇴 후에 재취업을 할 수 있을지 걱정돼.,
경력단절취업상담,솔직히 이 나이에 재취업을 하기는 어려울 것 같아서 불안해.,
경력단절취업상담,재취업이 안 되고 있어서 불안한데 몸까지 아플까 봐 겁이 나.,
경력단절취업상담,지금 직장이 너무 별로여서 그만두고 다른 직장을 구하려 하는데 너무 두려워. 재취업을 할 수 있을지.,
경력단절취업상담,나도 이제 나이가 적지 않은데 아직도 취업을 못 해서 너무 불안해. 이대로 평생 취업을 못 하는 게 아닐까?,
경력단절취업상담,맞벌이를 하고 싶은데 출산 후 공백기가 길어서 취업 하는 데 어려움이 있어. 너무 불안해.,
경력단절취업상담,아내가 재취업을 한 후로는 대화가 너무 단절되고 있는 것 같아.,
경력단절취업상담,나이가 많은데 취업이 안 돼서 초조하다.,
경력단절취업상담,회사를 그만둔 지 육개월이나 지났어. 다시 재취업을 해야 하는데 너무 걱정되고 초조해.,
경력단절취업상담,은퇴 후 재취업을 과연 할 수 있을지 너무 걱정이 되는구나.,
경력단절취업상담,육아로 인해 경력이 단절됐어. 다시 취업할 수 있을까 걱정되고 불안해.,
경력단절취업상담,지금 직장이 너무 별로여서 그만두고 다른 직장을 구하려 하는데 너무 무서워. 재취업을 할 수 있을지.,
경력단절취업상담,실직한지 일년이 다 되어 가는데 재취업이 될까?,
경력단절취업상담,지금 직장이 너무 별로여서 그만두고 다른 직장을 구하려 하는데 너무 무서워. 재취업을 할 수 있을지..,
경력단절취업상담,경력 단절로 취업이 될까 걱정되.,
경력단절취업상담,자격증 몇 개 더 딴다고 해도 재취직이 될지 모르겠어. 걱정이야.,
경력단절취업상담,노후준비로 자격증을 따려고 학원에서 젊은 학생들과 공부하는데 따라가기가 벅차.,
경제적문제,정년퇴직하고 만성질환은 없지만 재정을 걱정하고 있어.,
경제적문제,고혈압 약값 때문에 걱정이 산더미였는데 한시름 놨네.,
경제적문제,당뇨가 있어서 병원비가 많이 나와.,
경제적문제,학자금은 언제 다 갚나… 아직도 몇 년은 더 남았는데… ,돈 문제로 걱정이 많으시군요. 그럴 때는 정말 막막한 것 같아요.
경제적문제,경제적인 문제만 좀 풀려주면 좋겠는데… 쉽지가 않네요.,이럴 때 복권이라도 당첨되면 좋을 텐데요.
경제적문제,언제쯤 저는 돈 걱정 없이 살 수 있을까요?,마음이 힘드시겠어요. 돈 걱정 없는 세상이 얼른 왔으면 좋겠어요.
경제적문제,내가 나중에 이걸 관두면 나는 그럼 어떡하지? 뭘 해 먹고 살지? 돈은?,
경제적문제,당장 해결해야 하는 치료비 때문에 걱정이 많았어.,
경제적문제,걱정이 되게 많았거든요. 등록금도 그렇고 생활비도 그렇고… 다 돈 문제…,
경제적문제,당장 다음 달 월세도 내야 하고 그런데… 아무래도 돈 걱정이 제일 커.,
경제적문제,근데 그것도 잠시였고 한 달만 지나니까 막 돈 걱정이 되는 거예요.,
경제적문제,"제가 직업이 좋은 것도 아니고.. 금수저 집안도 아니고, 아직 갚을 대출도 있는데, 버는 돈은 똑같고…",그럴 땐 정말 막막한 것 같아요. 기운 내세요.
경제적문제,근데 뭐 내가 벌이가 있어야 말이지. ,마음이 힘드시겠어요.
경제적문제,빚이 무섭게 불어나더라.,돈이 없어도 되는 세상이 얼른 왔으면 좋겠어요.
경제적문제,여차하면 팔아서 반반 나눠야겠다고 생각을 하고 있었죠.,가슴이 답답하시겠어요. 그럴 때는 든든히 먹고 머리를 비우는 것도 좋은 방법이에요.
경제적문제,집안 형편이 안 좋아.,
경제적문제,애들 데리고 먹고 살아야 하니까 슬퍼할 시간도 없었어요. ,
경제적문제,돈 버는 건 힘들어도 쓰는 건 한순간이더라구.,
